 -0.911569 1.28278 -1.96211
 -1.01667 -3.51223 0.453148
 5.11571 -6.16199 0.340737
 -0.78114 -3.87524 -9.68591
 -0.502197 -8.50004 2.12942
 0.0791605 4.60574 0.105715
 6.67289 1.29857 -0.449698
 -0.647642 -5.10986 3.45846
 0.448808 4.61763 4.21268
 1.35533 -4.67874 2.67027
 -0.78008 -1.77537 -1.49555
 -4.14142 -6.32861 2.42411
 -0.107768 -2.09986 1.44324
 0.123692 -1.92106 -4.29935
 -6.54331 -1.80214 -4.23466
 5.14583 2.40091 -4.64058
 2.74525 -1.7553 -0.15765
 4.82368 1.28962 -1.10764
 -4.14849 -4.55908 -2.55738
 -0.140793 -0.812026 0.517641
 -2.00817 5.66685 -6.20232
 -5.48221 -6.46114 2.1534
 -0.1863 10.1847 6.98462
 6.35474 3.60047 3.97354
 -4.99947 -0.229797 -1.89361
 0.909459 2.837 -4.21993
 1.20021 3.04201 1.99658
 0.260668 2.33058 2.59511
 3.92403 -2.15856 -2.48676
 2.96044 1.50318 -4.5188
 -3.70873 6.03677 -0.9629
 9.13673 -5.27051 1.61578
 1.63687 3.62281 0.398688
 -0.0340872 -1.5415 3.42648
 2.03905 4.44736 3.66119
 -7.36431 4.2105 2.63606
 -6.07821 1.95479 -4.0646
 -3.39241 5.03098 -1.5049
 -2.13546 4.30861 1.96631
 -1.06331 -2.24469 5.4376
 -6.91829 0.380218 -0.330845
 -2.10365 3.85826 -0.437857
 -4.41104 -0.669383 -0.598614
 -3.4727 -0.193816 -1.94367
 2.70818 -0.655516 1.3633
 0.342467 -2.84883 -0.364576
 -1.2034 0.357867 3.71436
 0.40212 -2.92726 3.48644
 -0.227969 3.50635 11.8772
 4.93466 -1.12415 2.10437
 2.49579 1.76264 2.86083
 -1.37293 0.0873256 -0.113224
 6.29362 -3.24087 -3.48432
 5.47551 0.26202 5.32688
 3.77787 -7.26416 -4.21783
 -0.00748516 -2.66401 -4.62794
 1.6725 4.59076 1.24631
 -1.81595 -1.76367 -9.66459
 6.31244 -5.97833 0.355409
 0.582362 7.61589 -4.07924
 -2.25608 1.91139 1.77401
 -2.73998 6.88761 -11.9698
 -1.1714 -1.62969 2.83607
 -2.13702 -1.10602 -1.57536
 -6.98442 -4.06363 -1.15651
 1.05815 -2.9739 -2.5703
 -4.5464 3.73552 0.948681
 0.236065 0.483239 0.403427
 -0.390512 0.410277 3.37025
 1.53549 -4.84471 -6.16305
 -0.402139 1.20762 -3.78559
 -1.40541 1.60538 10.1781
 4.00523 3.23207 -4.38291
 2.14672 1.81772 -0.803002
 -2.58568 -1.45921 -2.62335
 6.13438 1.37151 -4.03893
 -0.294826 2.07283 2.71892
 2.78265 -3.13026 -6.36976
 -7.83183 5.8916 -2.61145
 7.86907 0.0202169 -5.91506
 -3.91074 -6.41021 -2.93622
 1.90744 -0.559947 -1.16347
 3.7584 -1.29299 -1.05373
 10.8041 0.639819 -3.80211
 -5.91316 4.69962 4.66902
 -0.960906 -1.40825 1.33954
 -5.27362 4.27514 2.44348
 0.340775 -4.59196 4.86511
 5.67298 -4.84489 -2.01602
 7.74274 -0.550532 9.93012
 4.54496 0.243873 -1.28268
 -0.367472 6.24564 2.75628
 2.06086 1.3281 -3.16338
 -0.585039 6.62546 5.85255
 5.15254 -3.73293 4.9963
 5.8135 3.20017 -1.25008
 2.65672 -0.464177 6.1064
 0.560635 2.76752 0.338764
 4.89575 1.47643 0.876386
 4.86252 -1.91558 1.68755
 -4.96876 1.85867 -2.18892
 -2.06638 -8.46472 3.13246
 5.33588 -0.258337 -0.273638
 0.965457 -1.72553 -11.7316
 -4.8275 -2.74025 -2.87169
 -8.23007 3.26631 -3.51161
 -2.70786 4.78618 7.95486
 1.814 7.25246 -6.64314
 0.068367 0.495966 -0.276238
 0.430782 1.05679 -1.64943
 -0.160315 4.79824 -2.7684
 2.09249 -3.91677 3.42382
 -2.79244 -6.56073 6.78817
 -4.01871 1.80135 1.47411
 -2.51268 -3.42714 1.45357
 -0.929409 3.86691 1.06065
 4.22428 -8.35378 1.9129
 -1.9625 4.13204 -3.29274
 2.56951 -0.0948152 4.30399
 3.4912 -5.75231 1.50444
 -5.2989 1.3309 0.962729
 2.74457 -2.42 -0.0973754
 0.383743 -3.63876 5.82289
 0.000876267 5.1307 6.2232
 0.951144 6.19968 7.44529
 6.87654 0.0674851 -1.23122
 3.50919 -2.47912 3.40907
 -7.7369 6.29738 -1.24067
 0.473252 0.403974 -1.91155
 5.21764 -5.69934 -0.269989
 0.397156 -2.02845 -7.48861
 1.96044 -0.787529 4.54314
 -6.48231 -1.02514 -3.64993
 -5.47277 0.597798 -3.70415
 7.16959 -0.49766 2.0847
 0.763696 0.506417 -0.283766
 -0.464473 3.15067 -2.72109
 0.512701 2.03682 2.18624
 -5.50993 -1.51882 -1.20624
 1.78032 -1.61709 6.63513
 8.09602 1.05138 7.63451
 -0.911261 6.94535 2.17538
 -4.15108 -5.75379 -0.743683
 -2.99898 -0.593826 -1.92557
 3.17974 -0.108807 2.83746
 3.15049 -4.66029 -5.67888
 2.43852 3.75155 6.60765
 3.44253 2.41845 -2.51616
 -2.98013 3.24602 -12.5787
 0.52038 2.90611 0.552845
 -5.84335 1.65071 4.23619
 1.40218 -4.01182 2.42181
 -5.27859 -1.05795 -3.90565
 -0.967894 1.2596 -0.661939
 3.56418 -3.85852 1.30692
 -3.97723 0.911526 -5.10126
 -4.2551 3.84946 -3.60815
 0.0725152 7.1961 0.592814
 -1.22839 0.982572 -4.50153
 -1.44058 5.09154 4.54154
 -4.32279 -11.7096 -1.36557
 0.322288 0.605344 2.33269
 -6.89653 -4.7319 3.45955
 -1.73383 -1.39431 6.21074
 -6.32516 0.228442 1.99546
 -1.09912 1.96356 2.82699
 -6.42783 2.24161 -0.0847138
 0.752357 2.74357 -2.49363
 2.40592 0.157756 -2.53232
 0.0187509 -3.01347 1.56296
 1.11954 0.60708 -3.24351
 -4.38146 2.51318 -3.46869
 -5.89939 -0.829 11.599
 1.39081 -3.28971 -10.0296
 11.204 4.43063 -5.16335
 -3.31715 4.17368 -1.65219
 7.92508 6.12508 -0.636499
 -2.52987 2.46434 4.43693
 -2.80233 3.63463 4.17344
 -2.5651 9.03825 -0.989722
 -5.99196 1.33013 1.84798
 -2.28048 0.521882 -4.70342
 3.2912 2.81743 0.661919
 3.40352 -2.36009 -1.37465
 -7.42918 -0.132621 1.68833
 -1.85965 4.10975 -1.05061
 4.24567 -7.99424 -6.17742
 -0.350454 -0.633988 5.40536
 -6.80649 -3.43054 -1.14386
 1.07479 -4.7169 -1.2962
 -4.97774 -1.87328 4.32159
 -6.74473 -3.51629 -4.50251
