 5.2431 -14.4201 -3.83136
 11.5626 4.88112 3.0439
 6.77314 -9.75347 6.4815
 -8.29582 4.17111 9.1295
 -3.3874 14.8332 14.0742
 2.6852 11.2991 -11.5809
 11.4316 11.0551 -13.7712
 9.97053 -4.80328 -4.78943
 10.9004 -9.44075 -3.48901
 10.2439 -7.50009 0.896232
 9.66362 -16.4231 -2.97199
 -6.12566 2.96584 1.48624
 7.50579 14.4459 -14.2661
 -3.40182 9.65309 13.0226
 -8.45173 2.09325 3.54789
 4.80256 -1.07857 -1.63212
 -6.10474 16.2848 -1.10385
 -9.1189 -4.4086 8.67014
 -11.8709 2.92517 -5.95235
 14.3337 -6.07605 2.00486
 11.9582 -6.87575 -7.47996
 -14.8634 -14.3324 -11.9967
 2.26723 -13.0741 -12.054
 12.1506 12.0304 -16.6897
 -2.83195 11.6481 15.8239
 11.3122 -6.88707 4.05116
 -9.43132 3.43018 -3.96055
 4.5577 -13.2482 -14.5811
 1.31678 9.49985 -15.4298
 -1.99765 6.92804 -16.179
 10.8651 16.3734 -6.6546
 12.6881 -12.4009 7.34227
 -9.01507 8.15683 12.0083
 5.11333 10.432 -13.3521
 -15.8194 -5.02177 -14.0006
 6.17888 10.0605 10.7282
 12.3724 -3.75436 0.904947
 13.8397 -9.91848 2.45753
 -9.4211 4.72488 0.997351
 14.9941 -7.20788 5.13006
 -15.2717 -8.40424 -6.22227
 10.2376 -13.0809 4.94874
 16.7186 -10.6096 4.33686
 6.46225 -11.9514 -5.52281
 5.11042 16.1785 -8.88428
 11.9945 -12.592 -3.83663
 -8.01756 -2.36931 4.82263
 -16.6677 -2.75165 -4.55723
 4.73837 -9.28477 3.61168
 9.08361 -10.4673 -0.987998
 -12.1977 7.22018 10.3038
 -4.92466 1.75429 -8.81929
 -13.5534 -11.7129 -6.77524
 6.32839 -14.1651 16.7907
 7.1169 -6.38046 5.18251
 9.43027 13.9361 -10.0993
 0.119323 -16.5118 5.08425
 -7.74534 10.0544 -6.40078
 6.65818 -13.7453 -1.04662
 15.3777 -14.0894 -4.28191
 7.73104 13.1613 16.4339
 -6.7745 5.81002 11.8632
 -1.83977 3.23259 9.27871
 12.9182 -9.16523 -0.534382
 -1.98358 13.4465 -9.22916
 -9.08978 -1.19258 9.24759
 -0.486084 14.0937 -16.0029
 11.4492 -6.29199 -1.93289
 0.632431 -3.2531 7.69489
 14.3323 -10.871 -14.2437
 1.95346 1.06758 4.8034
 2.83127 17.0761 -1.27024
 -4.6946 2.59365 10.6473
 -16.0376 -12.5616 -5.02468
 14.234 -13.4209 -7.09067
 2.78786 -2.89198 -14.107
 8.27277 14.9152 -4.05814
 8.42506 -16.6574 -12.6555
 -4.62846 -5.02645 -7.96285
 -16.2828 -6.82547 0.010087
 1.85925 3.16878 -12.2032
 15.9507 -16.5492 -13.1541
 5.50644 -4.7554 14.5526
 13.5776 -2.373 -14.7838
